ID_Orden,Fecha_Orden,Metodo_Envio,Nombre_Cliente,Segmento,Region,Provincia,Categoria,Subcategoria,Ventas,Cantidad,Descuento,Ganancia
CR-2022-01479,2022-09-26,Economico,Pablo Solano,Consumidor,Central,Alajuela,Tecnologia,Telefonos,621.66,1,0.1,70.2
CR-2022-01480,2022-01-19,Express,Mateo Calderon,Corporativo,Central,Alajuela,Muebles,Mesas,637.15,1,0.0,64.85
CR-2022-01481,2022-12-18,Estandar,Maria Lopez,Gobierno,Caribe,Limon,Tecnologia,Tablets,94.33,1,0.05,24.19
CR-2022-01481,2022-12-18,Economico,Maria Lopez,Gobierno,Caribe,Limon,Oficina,Impresion,297.44,2,0.0,99.78
CR-2023-01482,2023-07-18,Economico,Andres Rojas,Consumidor,Norte,Upala,Muebles,Escritorios,1817.88,3,0.0,281.73
CR-2023-01483,2023-07-15,Economico,Jose Garcia,Consumidor,Central,Alajuela,Oficina,Utiles,135.76,2,0.0,23.81
CR-2023-01483,2023-07-15,Economico,Jose Garcia,Consumidor,Central,Alajuela,Muebles,Escritorios,709.22,1,0.05,101.69
CR-2023-01483,2023-07-15,Estandar,Jose Garcia,Consumidor,Central,Alajuela,Tecnologia,Telefonos,1444.34,2,0.1,414.55
CR-2022-01484,2022-12-29,Estandar,Maria Lopez,Corporativo,Pacifico,Puntarenas,Tecnologia,Laptops,1767.74,2,0.0,224.55
CR-2022-01485,2022-09-13,Economico,Valentina Castro,Consumidor,Caribe,Limon,Muebles,Escritorios,300.54,3,0.15,26.29
CR-2022-01486,2022-10-14,Estandar,Gabriela Quesada,Corporativo,Caribe,Limon,Tecnologia,Telefonos,1010.79,1,0.0,93.5
CR-2023-01487,2023-03-19,Express,Valentina Castro,Corporativo,Caribe,Limon,Muebles,Escritorios,587.5,2,0.0,73.38
CR-2022-01488,2022-10-21,Estandar,Ana Mora,Corporativo,Central,Alajuela,Tecnologia,Tablets,2063.3,2,0.05,419.73
CR-2022-01488,2022-10-21,Estandar,Ana Mora,Corporativo,Central,Alajuela,Tecnologia,Laptops,1017.44,2,0.0,345.12
CR-2023-01489,2023-10-08,Estandar,Ana Mora,Consumidor,Norte,San Carlos,Muebles,Escritorios,646.22,1,0.1,53.6
CR-2023-01490,2023-04-01,Express,Sofia Vargas,Consumidor,Central,San Jose,Oficina,Organizadores,117.89,1,0.05,50.71
CR-2023-01490,2023-04-01,Estandar,Sofia Vargas,Consumidor,Central,San Jose,Oficina,Organizadores,19.36,1,0.0,8.73
CR-2023-01490,2023-04-01,Express,Sofia Vargas,Consumidor,Central,San Jose,Oficina,Impresion,196.23,2,0.05,98.67
CR-2022-01491,2022-12-19,Economico,Diego Hernandez,Consumidor,Pacifico,Puntarenas,Tecnologia,Tablets,2763.48,2,0.0,782.78
CR-2022-01491,2022-12-19,Express,Diego Hernandez,Consumidor,Pacifico,Puntarenas,Oficina,Organizadores,71.38,1,0.0,24.09
CR-2024-01492,2024-05-26,Estandar,Ana Mora,Corporativo,Pacifico,Guanacaste,Muebles,Sillas,1352.55,2,0.05,50.91
CR-2024-01492,2024-05-26,Estandar,Ana Mora,Corporativo,Pacifico,Guanacaste,Tecnologia,Tablets,884.21,1,0.0,290.8
CR-2024-01492,2024-05-26,Economico,Ana Mora,Corporativo,Pacifico,Guanacaste,Oficina,Papel,149.64,2,0.05,53.27
CR-2024-01493,2024-10-10,Economico,Lucia Sanchez,Consumidor,Central,Alajuela,Tecnologia,Laptops,2535.75,2,0.15,886.88
CR-2024-01493,2024-10-10,Estandar,Lucia Sanchez,Consumidor,Central,Alajuela,Oficina,Utiles,59.54,1,0.15,27.12
CR-2022-01494,2022-06-03,Economico,Valentina Castro,Gobierno,Pacifico,Guanacaste,Tecnologia,Laptops,502.57,1,0.15,62.79
CR-2023-01495,2023-11-18,Estandar,Carlos Ramirez,Consumidor,Caribe,Limon,Tecnologia,Tablets,3540.5,3,0.15,724.59
CR-2023-01495,2023-11-18,Express,Carlos Ramirez,Consumidor,Caribe,Limon,Oficina,Organizadores,128.01,1,0.0,42.77
CR-2022-01496,2022-12-08,Express,Diego Hernandez,Consumidor,Pacifico,Guanacaste,Tecnologia,Laptops,345.76,2,0.0,30.13
CR-2022-01497,2022-11-15,Economico,Daniel Cordero,Consumidor,Caribe,Limon,Muebles,Escritorios,1623.2,2,0.0,401.83
CR-2022-01498,2022-11-28,Estandar,Carlos Ramirez,Consumidor,Norte,San Carlos,Tecnologia,Telefonos,463.1,1,0.0,69.17
CR-2023-01499,2023-02-12,Economico,Maria Lopez,Consumidor,Caribe,Limon,Oficina,Impresion,97.72,1,0.1,49.12
CR-2022-01500,2022-10-27,Economico,Valentina Castro,Consumidor,Central,San Jose,Oficina,Papel,78.58,2,0.0,42.48
CR-2024-01501,2024-06-08,Express,Andres Rojas,Consumidor,Caribe,Limon,Tecnologia,Telefonos,1107.41,1,0.0,93.58
CR-2024-01502,2024-12-28,Express,Lucia Sanchez,Corporativo,Central,Alajuela,Oficina,Utiles,96.19,1,0.0,29.87
CR-2022-01503,2022-10-27,Estandar,Mateo Calderon,Gobierno,Pacifico,Puntarenas,Muebles,Escritorios,1962.39,3,0.0,231.56
CR-2022-01504,2022-04-16,Economico,Andres Rojas,Consumidor,Caribe,Limon,Tecnologia,Accesorios,513.77,1,0.0,33.72
CR-2022-01504,2022-04-16,Express,Andres Rojas,Consumidor,Caribe,Limon,Tecnologia,Tablets,440.52,1,0.05,78.97
CR-2024-01505,2024-01-15,Economico,Isabella Monge,Corporativo,Central,San Jose,Tecnologia,Accesorios,1060.52,2,0.0,300.81
CR-2024-01505,2024-01-15,Estandar,Isabella Monge,Corporativo,Central,San Jose,Tecnologia,Laptops,992.86,1,0.0,313.9
CR-2022-01506,2022-03-26,Economico,Diego Hernandez,Corporativo,Pacifico,Puntarenas,Oficina,Utiles,90.02,1,0.05,40.9
CR-2022-01507,2022-11-30,Economico,Isabella Monge,Gobierno,Caribe,Limon,Tecnologia,Laptops,1370.73,1,0.0,451.52
CR-2022-01507,2022-11-30,Economico,Isabella Monge,Gobierno,Caribe,Limon,Tecnologia,Laptops,1837.54,2,0.0,116.93
CR-2023-01508,2023-01-25,Economico,Fernando Arias,Corporativo,Norte,Upala,Tecnologia,Accesorios,1300.99,2,0.05,217.36
CR-2023-01508,2023-01-25,Economico,Fernando Arias,Corporativo,Norte,Upala,Tecnologia,Tablets,316.9,1,0.0,82.08
CR-2023-01508,2023-01-25,Economico,Fernando Arias,Corporativo,Norte,Upala,Oficina,Organizadores,215.24,2,0.0,51.26
CR-2022-01509,2022-10-01,Estandar,Mateo Calderon,Consumidor,Pacifico,Guanacaste,Muebles,Mesas,756.31,1,0.1,126.87
CR-2022-01509,2022-10-01,Express,Mateo Calderon,Consumidor,Pacifico,Guanacaste,Oficina,Papel,41.52,2,0.05,22.37
CR-2022-01509,2022-10-01,Express,Mateo Calderon,Consumidor,Pacifico,Guanacaste,Oficina,Organizadores,133.18,1,0.0,67.83
CR-2022-01510,2022-04-28,Estandar,Fernando Arias,Consumidor,Central,Heredia,Tecnologia,Tablets,2238.87,3,0.1,636.18
CR-2023-01511,2023-06-12,Economico,Valentina Castro,Consumidor,Pacifico,Guanacaste,Oficina,Impresion,244.24,2,0.0,59.27
CR-2024-01512,2024-11-25,Estandar,Pablo Solano,Consumidor,Central,Heredia,Tecnologia,Accesorios,291.47,1,0.1,71.2
CR-2024-01512,2024-11-25,Estandar,Pablo Solano,Consumidor,Central,Heredia,Tecnologia,Laptops,2533.88,2,0.05,269.49
CR-2024-01513,2024-12-23,Economico,Daniel Cordero,Corporativo,Norte,San Carlos,Tecnologia,Laptops,924.78,1,0.0,275.56
CR-2024-01513,2024-12-23,Estandar,Daniel Cordero,Corporativo,Norte,San Carlos,Tecnologia,Laptops,410.1,1,0.0,97.69
CR-2022-01514,2022-08-06,Economico,Ana Mora,Consumidor,Caribe,Limon,Muebles,Estantes,711.25,1,0.05,54.11
CR-2022-01514,2022-08-06,Estandar,Ana Mora,Consumidor,Caribe,Limon,Oficina,Impresion,83.82,1,0.0,30.83
CR-2022-01515,2022-10-18,Economico,Daniela Zuniga,Consumidor,Pacifico,Puntarenas,Oficina,Papel,132.78,3,0.05,56.39
CR-2024-01516,2024-10-04,Estandar,Camila Brenes,Consumidor,Central,San Jose,Oficina,Utiles,45.38,1,0.15,8.35
CR-2022-01517,2022-12-31,Express,Daniela Zuniga,Corporativo,Caribe,Limon,Oficina,Organizadores,97.46,2,0.0,18.67
CR-2022-01517,2022-12-31,Estandar,Daniela Zuniga,Corporativo,Caribe,Limon,Muebles,Mesas,1489.58,2,0.0,30.54
CR-2022-01517,2022-12-31,Estandar,Daniela Zuniga,Corporativo,Caribe,Limon,Muebles,Sillas,181.06,1,0.1,44.28
CR-2024-01518,2024-05-25,Economico,Camila Brenes,Consumidor,Caribe,Limon,Muebles,Estantes,350.68,1,0.05,85.48
CR-2022-01519,2022-10-11,Express,Pablo Solano,Consumidor,Pacifico,Guanacaste,Muebles,Mesas,1033.26,2,0.0,158.73
CR-2022-01519,2022-10-11,Express,Pablo Solano,Consumidor,Pacifico,Guanacaste,Oficina,Impresion,17.65,1,0.0,8.65
CR-2022-01520,2022-10-01,Express,Sebastian Vega,Consumidor,Central,Heredia,Muebles,Mesas,869.29,2,0.05,203.6
CR-2022-01520,2022-10-01,Economico,Sebastian Vega,Consumidor,Central,Heredia,Tecnologia,Telefonos,1250.34,1,0.0,423.38
CR-2024-01521,2024-02-13,Estandar,Pablo Solano,Consumidor,Norte,Upala,Tecnologia,Laptops,1482.8,2,0.0,139.48
CR-2024-01521,2024-02-13,Estandar,Pablo Solano,Consumidor,Norte,Upala,Tecnologia,Tablets,291.13,2,0.1,27.63
CR-2022-01522,2022-10-14,Estandar,Sofia Vargas,Consumidor,Caribe,Limon,Oficina,Utiles,105.81,1,0.0,53.17
CR-2024-01523,2024-10-27,Estandar,Lucia Sanchez,Corporativo,Norte,Upala,Muebles,Estantes,1500.66,2,0.1,176.24
CR-2024-01523,2024-10-27,Economico,Lucia Sanchez,Corporativo,Norte,Upala,Tecnologia,Laptops,2418.54,3,0.0,274.65
CR-2023-01524,2023-03-25,Estandar,Maria Lopez,Consumidor,Central,Alajuela,Muebles,Estantes,682.51,1,0.1,115.16
CR-2023-01524,2023-03-25,Estandar,Maria Lopez,Consumidor,Central,Alajuela,Tecnologia,Accesorios,181.24,1,0.1,27.3
CR-2022-01525,2022-11-30,Economico,Ricardo Chaves,Corporativo,Central,San Jose,Tecnologia,Laptops,1699.9,2,0.0,222.26
CR-2022-01525,2022-11-30,Express,Ricardo Chaves,Corporativo,Central,San Jose,Oficina,Papel,148.04,1,0.0,27.73
CR-2022-01525,2022-11-30,Express,Ricardo Chaves,Corporativo,Central,San Jose,Muebles,Estantes,1984.68,3,0.05,183.24
CR-2022-01526,2022-09-23,Economico,Andres Rojas,Consumidor,Central,Heredia,Oficina,Papel,115.99,1,0.05,35.13
CR-2022-01526,2022-09-23,Economico,Andres Rojas,Consumidor,Central,Heredia,Muebles,Mesas,424.4,2,0.0,69.59
CR-2023-01527,2023-03-18,Estandar,Valentina Castro,Gobierno,Pacifico,Puntarenas,Oficina,Organizadores,167.89,2,0.1,55.23
CR-2023-01527,2023-03-18,Economico,Valentina Castro,Gobierno,Pacifico,Puntarenas,Muebles,Escritorios,1126.38,3,0.0,253.27
CR-2023-01528,2023-12-05,Estandar,Pablo Solano,Corporativo,Central,San Jose,Tecnologia,Tablets,731.88,3,0.05,249.34
CR-2022-01529,2022-07-12,Express,Fernando Arias,Consumidor,Pacifico,Guanacaste,Muebles,Estantes,137.85,1,0.1,10.94
CR-2022-01529,2022-07-12,Estandar,Fernando Arias,Consumidor,Pacifico,Guanacaste,Muebles,Estantes,613.24,1,0.0,92.48
CR-2023-01530,2023-08-11,Economico,Sebastian Vega,Consumidor,Pacifico,Guanacaste,Muebles,Sillas,141.04,1,0.05,31.28
CR-2023-01530,2023-08-11,Economico,Sebastian Vega,Consumidor,Pacifico,Guanacaste,Oficina,Papel,132.06,1,0.1,56.77
CR-2023-01530,2023-08-11,Estandar,Sebastian Vega,Consumidor,Pacifico,Guanacaste,Tecnologia,Telefonos,1286.94,1,0.0,218.5
CR-2024-01531,2024-03-06,Express,Laura Jimenez,Consumidor,Central,Heredia,Muebles,Escritorios,169.48,1,0.0,40.79
CR-2024-01531,2024-03-06,Estandar,Laura Jimenez,Consumidor,Central,Heredia,Tecnologia,Tablets,632.2,1,0.0,146.23
CR-2022-01532,2022-10-23,Express,Isabella Monge,Consumidor,Pacifico,Guanacaste,Tecnologia,Tablets,2964.66,2,0.0,867.34
CR-2023-01533,2023-10-14,Express,Diego Hernandez,Consumidor,Norte,Upala,Tecnologia,Telefonos,402.44,1,0.1,74.62
CR-2023-01534,2023-10-16,Estandar,Camila Brenes,Consumidor,Central,Heredia,Tecnologia,Tablets,528.63,1,0.05,135.67
CR-2023-01535,2023-12-28,Economico,Camila Brenes,Corporativo,Norte,San Carlos,Oficina,Organizadores,203.7,2,0.0,110.92
CR-2022-01536,2022-11-30,Estandar,Andres Rojas,Gobierno,Pacifico,Guanacaste,Oficina,Impresion,127.86,2,0.0,42.22
CR-2022-01536,2022-11-30,Express,Andres Rojas,Gobierno,Pacifico,Guanacaste,Oficina,Utiles,145.57,1,0.0,78.84
CR-2024-01537,2024-10-13,Express,Ricardo Chaves,Consumidor,Pacifico,Puntarenas,Muebles,Escritorios,1401.37,3,0.05,237.18
CR-2024-01538,2024-04-20,Economico,Diego Hernandez,Consumidor,Norte,Upala,Muebles,Escritorios,427.6,2,0.05,46.08
CR-2023-01539,2023-08-04,Economico,Sofia Vargas,Corporativo,Central,San Jose,Tecnologia,Laptops,896.4,1,0.05,246.97
CR-2024-01540,2024-06-28,Express,Pablo Solano,Consumidor,Central,Alajuela,Muebles,Escritorios,479.07,1,0.1,114.32
CR-2024-01541,2024-04-25,Express,Mateo Calderon,Gobierno,Norte,San Carlos,Muebles,Mesas,721.15,1,0.1,146.31
CR-2024-01541,2024-04-25,Express,Mateo Calderon,Gobierno,Norte,San Carlos,Tecnologia,Accesorios,1355.27,1,0.0,130.12
CR-2023-01542,2023-11-18,Economico,Maria Lopez,Corporativo,Norte,San Carlos,Oficina,Impresion,52.73,1,0.15,16.96
CR-2022-01543,2022-12-22,Economico,Diego Hernandez,Consumidor,Caribe,Limon,Tecnologia,Accesorios,1406.11,2,0.1,425.92
CR-2022-01543,2022-12-22,Estandar,Diego Hernandez,Consumidor,Caribe,Limon,Oficina,Utiles,28.06,1,0.0,4.5
CR-2022-01544,2022-02-26,Estandar,Gabriela Quesada,Consumidor,Central,Alajuela,Muebles,Estantes,1200.52,2,0.0,204.18
CR-2022-01544,2022-02-26,Express,Gabriela Quesada,Consumidor,Central,Alajuela,Tecnologia,Laptops,743.72,1,0.1,212.57
CR-2023-01545,2023-10-18,Estandar,Sofia Vargas,Gobierno,Central,Alajuela,Oficina,Impresion,22.79,1,0.0,5.07
CR-2024-01546,2024-01-11,Express,Diego Hernandez,Consumidor,Pacifico,Guanacaste,Muebles,Escritorios,823.23,1,0.05,87.52
CR-2022-01547,2022-11-26,Economico,Carlos Ramirez,Corporativo,Central,San Jose,Tecnologia,Laptops,219.95,1,0.0,76.65
CR-2022-01547,2022-11-26,Economico,Carlos Ramirez,Corporativo,Central,San Jose,Tecnologia,Laptops,806.54,1,0.0,186.98
CR-2024-01548,2024-11-26,Express,Andres Rojas,Gobierno,Pacifico,Puntarenas,Tecnologia,Accesorios,472.44,1,0.1,156.83
CR-2024-01548,2024-11-26,Express,Andres Rojas,Gobierno,Pacifico,Puntarenas,Muebles,Escritorios,219.03,1,0.1,37.22
CR-2024-01548,2024-11-26,Economico,Andres Rojas,Gobierno,Pacifico,Puntarenas,Muebles,Estantes,500.38,1,0.0,29.91
CR-2024-01549,2024-12-15,Economico,Laura Jimenez,Corporativo,Caribe,Limon,Muebles,Escritorios,769.43,2,0.1,125.62
CR-2024-01550,2024-11-29,Economico,Valentina Castro,Consumidor,Caribe,Limon,Muebles,Estantes,505.11,1,0.1,85.05
CR-2024-01550,2024-11-29,Express,Valentina Castro,Consumidor,Caribe,Limon,Muebles,Mesas,104.55,1,0.0,21.11
CR-2024-01550,2024-11-29,Estandar,Valentina Castro,Consumidor,Caribe,Limon,Tecnologia,Accesorios,362.02,1,0.0,52.25
CR-2022-01551,2022-01-23,Economico,Ana Mora,Corporativo,Pacifico,Guanacaste,Oficina,Organizadores,14.6,1,0.0,3.46
CR-2022-01551,2022-01-23,Economico,Ana Mora,Corporativo,Pacifico,Guanacaste,Oficina,Impresion,251.51,3,0.1,45.25
CR-2022-01551,2022-01-23,Express,Ana Mora,Corporativo,Pacifico,Guanacaste,Oficina,Impresion,114.65,1,0.0,26.24
CR-2022-01552,2022-04-06,Economico,Jose Garcia,Consumidor,Norte,San Carlos,Oficina,Papel,121.02,2,0.0,49.31
CR-2022-01552,2022-04-06,Economico,Jose Garcia,Consumidor,Norte,San Carlos,Muebles,Sillas,626.36,2,0.0,141.58
CR-2023-01553,2023-11-22,Express,Sofia Vargas,Consumidor,Central,Heredia,Muebles,Sillas,340.1,1,0.0,67.39
CR-2023-01553,2023-11-22,Estandar,Sofia Vargas,Consumidor,Central,Heredia,Muebles,Estantes,925.45,3,0.05,154.97
CR-2022-01554,2022-10-30,Express,Ana Mora,Consumidor,Central,San Jose,Oficina,Papel,68.17,1,0.0,34.83
CR-2022-01554,2022-10-30,Express,Ana Mora,Consumidor,Central,San Jose,Oficina,Papel,117.77,1,0.1,22.89
CR-2022-01554,2022-10-30,Estandar,Ana Mora,Consumidor,Central,San Jose,Muebles,Mesas,630.09,2,0.1,51.72
CR-2024-01555,2024-11-01,Economico,Fernando Arias,Corporativo,Pacifico,Guanacaste,Oficina,Impresion,37.89,1,0.05,9.94
CR-2023-01556,2023-11-08,Estandar,Ana Mora,Corporativo,Central,Heredia,Oficina,Papel,258.2,2,0.0,89.81
CR-2023-01556,2023-11-08,Estandar,Ana Mora,Corporativo,Central,Heredia,Oficina,Organizadores,72.68,2,0.0,13.94
CR-2023-01557,2023-10-01,Estandar,Lucia Sanchez,Gobierno,Pacifico,Puntarenas,Muebles,Sillas,2506.72,3,0.05,499.85
CR-2023-01557,2023-10-01,Estandar,Lucia Sanchez,Gobierno,Pacifico,Puntarenas,Muebles,Mesas,725.8,2,0.15,110.88
CR-2023-01557,2023-10-01,Estandar,Lucia Sanchez,Gobierno,Pacifico,Puntarenas,Muebles,Estantes,1596.96,2,0.0,360.34
CR-2022-01558,2022-02-28,Express,Maria Lopez,Consumidor,Norte,Upala,Muebles,Estantes,253.89,1,0.0,24.57
CR-2024-01559,2024-12-28,Estandar,Valentina Castro,Consumidor,Norte,Upala,Oficina,Utiles,85.52,2,0.05,16.56
CR-2022-01560,2022-10-16,Estandar,Lucia Sanchez,Consumidor,Central,Alajuela,Muebles,Mesas,478.26,2,0.1,52.68
CR-2022-01560,2022-10-16,Estandar,Lucia Sanchez,Consumidor,Central,Alajuela,Oficina,Organizadores,236.53,2,0.05,51.66
CR-2023-01561,2023-08-13,Express,Valentina Castro,Consumidor,Caribe,Limon,Oficina,Papel,63.01,1,0.15,15.47
CR-2023-01561,2023-08-13,Express,Valentina Castro,Consumidor,Caribe,Limon,Tecnologia,Tablets,964.95,3,0.0,51.93
CR-2023-01561,2023-08-13,Estandar,Valentina Castro,Consumidor,Caribe,Limon,Muebles,Estantes,262.12,3,0.1,15.54
CR-2024-01562,2024-08-28,Estandar,Fernando Arias,Consumidor,Norte,San Carlos,Oficina,Papel,103.61,1,0.0,36.39
CR-2024-01562,2024-08-28,Economico,Fernando Arias,Consumidor,Norte,San Carlos,Tecnologia,Accesorios,934.17,2,0.05,252.64
CR-2024-01563,2024-11-23,Economico,Diego Hernandez,Consumidor,Central,Heredia,Oficina,Papel,368.39,3,0.05,71.87
CR-2024-01563,2024-11-23,Express,Diego Hernandez,Consumidor,Central,Heredia,Tecnologia,Laptops,4186.71,3,0.05,387.23
CR-2024-01563,2024-11-23,Estandar,Diego Hernandez,Consumidor,Central,Heredia,Tecnologia,Telefonos,1775.0,2,0.0,198.61
CR-2024-01564,2024-02-13,Express,Isabella Monge,Gobierno,Caribe,Limon,Oficina,Organizadores,52.8,1,0.05,27.88
CR-2023-01565,2023-12-26,Express,Lucia Sanchez,Consumidor,Caribe,Limon,Muebles,Mesas,902.0,3,0.05,160.26
CR-2023-01565,2023-12-26,Express,Lucia Sanchez,Consumidor,Caribe,Limon,Oficina,Papel,275.82,2,0.05,74.87
CR-2023-01566,2023-10-27,Estandar,Fernando Arias,Corporativo,Pacifico,Guanacaste,Muebles,Estantes,75.75,1,0.1,2.38
CR-2023-01567,2023-08-04,Express,Lucia Sanchez,Corporativo,Pacifico,Puntarenas,Tecnologia,Telefonos,2029.41,3,0.0,121.04
CR-2023-01567,2023-08-04,Express,Lucia Sanchez,Corporativo,Pacifico,Puntarenas,Oficina,Organizadores,82.76,1,0.15,15.66
CR-2023-01567,2023-08-04,Economico,Lucia Sanchez,Corporativo,Pacifico,Puntarenas,Oficina,Utiles,95.11,2,0.05,26.53
CR-2023-01568,2023-11-13,Estandar,Lucia Sanchez,Consumidor,Pacifico,Guanacaste,Oficina,Utiles,64.68,1,0.1,31.28
CR-2023-01568,2023-11-13,Express,Lucia Sanchez,Consumidor,Pacifico,Guanacaste,Oficina,Organizadores,58.72,1,0.15,25.55
CR-2024-01569,2024-05-25,Economico,Jose Garcia,Consumidor,Norte,Upala,Muebles,Estantes,129.63,1,0.15,26.05
CR-2022-01570,2022-09-18,Estandar,Maria Lopez,Corporativo,Caribe,Limon,Oficina,Papel,10.55,2,0.1,3.52
CR-2022-01571,2022-12-23,Economico,Isabella Monge,Corporativo,Central,Heredia,Oficina,Papel,47.74,1,0.1,20.04
CR-2022-01571,2022-12-23,Estandar,Isabella Monge,Corporativo,Central,Heredia,Oficina,Utiles,31.26,1,0.1,10.88
CR-2023-01572,2023-09-09,Estandar,Fernando Arias,Corporativo,Central,Heredia,Tecnologia,Tablets,774.86,3,0.05,96.21
CR-2022-01573,2022-02-20,Economico,Fernando Arias,Consumidor,Norte,Upala,Muebles,Escritorios,1594.46,2,0.1,232.39
CR-2022-01574,2022-09-10,Express,Gabriela Quesada,Consumidor,Central,San Jose,Tecnologia,Laptops,1583.4,2,0.0,307.4
CR-2022-01574,2022-09-10,Estandar,Gabriela Quesada,Consumidor,Central,San Jose,Oficina,Impresion,152.96,2,0.0,65.63
CR-2024-01575,2024-05-03,Express,Gabriela Quesada,Consumidor,Pacifico,Puntarenas,Tecnologia,Laptops,847.19,1,0.05,209.39
CR-2024-01575,2024-05-03,Estandar,Gabriela Quesada,Consumidor,Pacifico,Puntarenas,Muebles,Estantes,782.54,1,0.1,65.49
CR-2024-01576,2024-10-22,Express,Isabella Monge,Gobierno,Pacifico,Guanacaste,Tecnologia,Telefonos,287.87,1,0.05,63.03
CR-2023-01577,2023-07-25,Economico,Diego Hernandez,Consumidor,Caribe,Limon,Muebles,Estantes,519.11,1,0.1,70.91
CR-2022-01578,2022-09-23,Express,Pablo Solano,Consumidor,Caribe,Limon,Tecnologia,Telefonos,733.34,2,0.05,186.12
CR-2022-01578,2022-09-23,Express,Pablo Solano,Consumidor,Caribe,Limon,Oficina,Impresion,108.32,1,0.1,47.8
CR-2022-01578,2022-09-23,Express,Pablo Solano,Consumidor,Caribe,Limon,Tecnologia,Accesorios,139.79,1,0.0,38.44
CR-2022-01579,2022-03-02,Express,Lucia Sanchez,Corporativo,Caribe,Limon,Oficina,Utiles,88.2,1,0.0,28.67
CR-2023-01580,2023-02-17,Express,Sofia Vargas,Consumidor,Norte,San Carlos,Oficina,Papel,18.95,1,0.0,2.88
CR-2023-01580,2023-02-17,Express,Sofia Vargas,Consumidor,Norte,San Carlos,Muebles,Mesas,394.31,2,0.15,66.13
CR-2023-01581,2023-03-01,Estandar,Jose Garcia,Consumidor,Norte,Upala,Tecnologia,Accesorios,1235.47,2,0.1,272.72
CR-2023-01581,2023-03-01,Estandar,Jose Garcia,Consumidor,Norte,Upala,Tecnologia,Accesorios,209.94,1,0.05,31.34
CR-2023-01581,2023-03-01,Express,Jose Garcia,Consumidor,Norte,Upala,Muebles,Sillas,360.13,1,0.1,20.28
CR-2024-01582,2024-12-30,Estandar,Sebastian Vega,Corporativo,Caribe,Limon,Tecnologia,Accesorios,2282.3,3,0.15,561.38
CR-2024-01582,2024-12-30,Economico,Sebastian Vega,Corporativo,Caribe,Limon,Muebles,Estantes,264.53,1,0.1,13.77
CR-2022-01583,2022-10-08,Economico,Sofia Vargas,Gobierno,Central,Heredia,Oficina,Papel,398.32,3,0.05,80.38
CR-2022-01583,2022-10-08,Express,Sofia Vargas,Gobierno,Central,Heredia,Tecnologia,Telefonos,193.08,2,0.05,34.65
CR-2022-01584,2022-02-13,Estandar,Mateo Calderon,Corporativo,Central,San Jose,Oficina,Impresion,7.62,1,0.0,2.29
CR-2022-01584,2022-02-13,Express,Mateo Calderon,Corporativo,Central,San Jose,Oficina,Organizadores,66.89,1,0.0,34.04
CR-2023-01585,2023-02-01,Estandar,Gabriela Quesada,Consumidor,Central,San Jose,Muebles,Mesas,1870.91,3,0.1,281.85
CR-2022-01586,2022-10-27,Economico,Maria Lopez,Consumidor,Norte,San Carlos,Oficina,Papel,402.33,3,0.0,124.37
CR-2022-01587,2022-12-07,Economico,Fernando Arias,Corporativo,Pacifico,Guanacaste,Tecnologia,Telefonos,693.14,1,0.0,149.32
CR-2022-01587,2022-12-07,Express,Fernando Arias,Corporativo,Pacifico,Guanacaste,Oficina,Impresion,127.76,1,0.05,24.5
CR-2022-01587,2022-12-07,Economico,Fernando Arias,Corporativo,Pacifico,Guanacaste,Oficina,Utiles,142.83,1,0.0,73.53
CR-2023-01588,2023-09-17,Express,Lucia Sanchez,Consumidor,Pacifico,Puntarenas,Tecnologia,Laptops,2018.94,2,0.05,170.14
CR-2023-01589,2023-11-08,Estandar,Lucia Sanchez,Consumidor,Caribe,Limon,Tecnologia,Tablets,1301.02,1,0.0,145.35
CR-2024-01590,2024-12-26,Economico,Andres Rojas,Corporativo,Caribe,Limon,Oficina,Utiles,102.96,1,0.1,26.26
CR-2024-01590,2024-12-26,Economico,Andres Rojas,Corporativo,Caribe,Limon,Tecnologia,Laptops,1088.74,2,0.0,194.08
CR-2024-01590,2024-12-26,Economico,Andres Rojas,Corporativo,Caribe,Limon,Tecnologia,Tablets,2173.31,3,0.15,296.06
CR-2024-01591,2024-05-18,Estandar,Sebastian Vega,Gobierno,Caribe,Limon,Tecnologia,Telefonos,217.1,1,0.1,72.79
CR-2024-01591,2024-05-18,Express,Sebastian Vega,Gobierno,Caribe,Limon,Oficina,Organizadores,95.78,2,0.0,24.87
CR-2022-01592,2022-12-26,Economico,Ricardo Chaves,Corporativo,Caribe,Limon,Muebles,Mesas,87.27,1,0.0,14.55
CR-2024-01593,2024-10-16,Economico,Camila Brenes,Gobierno,Caribe,Limon,Muebles,Sillas,292.82,1,0.0,17.61
CR-2023-01594,2023-10-22,Economico,Gabriela Quesada,Corporativo,Pacifico,Guanacaste,Tecnologia,Accesorios,276.36,2,0.0,35.16
CR-2023-01594,2023-10-22,Express,Gabriela Quesada,Corporativo,Pacifico,Guanacaste,Oficina,Papel,218.32,2,0.0,39.51
CR-2024-01595,2024-11-12,Express,Isabella Monge,Corporativo,Pacifico,Guanacaste,Oficina,Organizadores,66.84,1,0.0,26.25
CR-2024-01596,2024-04-15,Estandar,Daniel Cordero,Gobierno,Caribe,Limon,Tecnologia,Telefonos,584.04,1,0.0,132.79
